serie;episode;episode_description;season
Money Flower;I sent a signal. Asking to find him;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;Thank you for telling me.;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;Find Yoon Seo-won.;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;Bucheon, I was trying to tell you..;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;I sincerely believed and loved you, Bucheon;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;I'm going to make it happen that way.;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;I'll live the rest of my life only for Mo-hyun.;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;It's just a matter of whether you want it or not.;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;I have a question.;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;To be honest... I already knew.;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;Do you know I'm called Cheong A's dog?;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;You just have to stay still.;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;Pil Joo, let's stop all of this and go together.;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;You won't understand this feeling.;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;How on earth have you been living like this?;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;Everyone is going to make it difficult for Pil Joo.;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;Any regrets...?;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
Money Flower;I want to climb higher.;Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.;1
My Secret, Terrius;They have started moving.;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;I'll be the babysitter.;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;I... want to protect them;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;I... don't trust them.;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;As if in a lie, he appeared.;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;What is your identity?;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;Thank you so much for everything so far;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;I will definitely protect Mr. Bon;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;Did the babysitter live or die?;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;I'm asking you to protect me;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;Uncle is dead!;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;This time... I will definitely catch them;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;We've taken a step forward;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;They've always been watching me, haven't they?;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;She'll be back as if nothing happened;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
My Secret, Terrius;Thank you.;Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).;1
A Pledge to God;It's a punishment for you.;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;Hyunwoo is sick;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;I think I should stop;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;Do you think you've become a god?;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;Junseo is the best. I love him the most.;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;It's not getting deleted;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;Junseo is my everything.;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;Why were you crying when you saw me?;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;Can't you give me a chance?;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;I'm thinking about going out for fun;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;Hyunwoo, come back again;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;So, you've been living with that kind of feeling;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;You've grown up so beautifully;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;I've never forgotten you for a moment;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;Yeah, that's right. Now there's a way;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;Did you used to be this kind of person?;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;Mom, I will protect you.;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;Let's give Hyunwoo to us.;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;I want to live too;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;I can part ways with joy;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;Please make my brother get well soon;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;I will definitely find it;La historia explora el choque entre los instintos maternales y las normas morales.;1
A Pledge to God;This is your last chance from me;La historia explora el choque entre los instintos maternales y las normas morales.;1
